itemidx,orginidx
95237,10510
97773,10511
97957,10512
100734,10513
101070,10514
101739,10515
102819,10516
103219,10517
103483,10518
103554,10519
104129,10520
104386,10521
104457,10522
106022,10523
106195,10524
106559,10525
110445,10526
110809,10527
113565,10528
113674,10529
114028,10530
114707,10531
118250,10532
118252,10533
118258,10534
1850,10535
55955,10536
56158,10537
94482,10538
4731,10539
99964,10540
27114,10541
60702,10542
71069,10543
71910,10544
101114,10545
67068,10546
84242,10547
31030,10548
36397,10549
1998,10550
6134,10551
8388,10552
3780,10553
6899,10554
4625,10555
6866,10556
41025,10557
33781,10558
115231,10559
3971,10560
4253,10561
5691,10562
6017,10563
26096,10564
32882,10565
45382,10566
48301,10567
116977,10568
2536,10569
9004,10570
53574,10571
7770,10572
68650,10573
52724,10574
5431,10575
5883,10576
6505,10577
6928,10578
8495,10579
8504,10580
8779,10581
26558,10582
63179,10583
70864,10584
100450,10585
96306,10586
100226,10587
103639,10588
57637,10589
69251,10590
64501,10591
26394,10592
59935,10593
1326,10594
3021,10595
5715,10596
5771,10597
7987,10598
5206,10599
4780,10600
5834,10601
69974,10602
88069,10603
43832,10604
50354,10605
50356,10606
101962,10607
72113,10608
79863,10609
38046,10610
53788,10611
61493,10612
74204,10613
83374,10614
94160,10615
113278,10616
55844,10617
7984,10618
127098,10619
1787,10620
5868,10621
6046,10622
27864,10623
4755,10624
6349,10625
49282,10626
34155,10627
52299,10628
26630,10629
44900,10630
65939,10631
32646,10632
1599,10633
5711,10634
6576,10635
6781,10636
37545,10637
2244,10638
3315,10639
4222,10640
4753,10641
4894,10642
5923,10643
6078,10644
6088,10645
6116,10646
6053,10647
7284,10648
27365,10649
38824,10650
44317,10651
54378,10652
80214,10653
97186,10654
103974,10655
83796,10656
6312,10657
7585,10658
7884,10659
7939,10660
8391,10661
138,10662
284,10663
76753,10664
106868,10665
112412,10666
7636,10667
6673,10668
102596,10669
57326,10670
2695,10671
4377,10672
4877,10673
6691,10674
3533,10675
2515,10676
2516,10677
4199,10678
7784,10679
8766,10680
31079,10681
49205,10682
86985,10683
67405,10684
2679,10685
4455,10686
8725,10687
8648,10688
8660,10689
49050,10690
80222,10691
6483,10692
38701,10693
2545,10694
2602,10695
4425,10696
5157,10697
5263,10698
5342,10699
5468,10700
5859,10701
6086,10702
6120,10703
6152,10704
6321,10705
6610,10706
6653,10707
6804,10708
6846,10709
7650,10710
7886,10711
7954,10712
8680,10713
8932,10714
26574,10715
27158,10716
27620,10717
32686,10718
33255,10719
39481,10720
39779,10721
44590,10722
62157,10723
67845,10724
68511,10725
70186,10726
79578,10727
86982,10728
92314,10729
92768,10730
95856,10731
114554,10732
117887,10733
107980,10734
3110,10735
55498,10736
70093,10737
89747,10738
92702,10739
94103,10740
51194,10741
105653,10742
69542,10743
7343,10744
31038,10745
68690,10746
3407,10747
6397,10748
3351,10749
83897,10750
5213,10751
5469,10752
6670,10753
3888,10754
85626,10755
77841,10756
89025,10757
105468,10758
103685,10759
33021,10760
101296,10761
27302,10762
112399,10763
4442,10764
2358,10765
26344,10766
32593,10767
32668,10768
58207,10769
62235,10770
65256,10771
68612,10772
72228,10773
99875,10774
103751,10775
2740,10776
2785,10777
5731,10778
26232,10779
52581,10780
60503,10781
68868,10782
72096,10783
6914,10784
70641,10785
2434,10786
1664,10787
79006,10788
57534,10789
679,10790
6734,10791
48584,10792
7946,10793
32261,10794
32381,10795
33237,10796
49007,10797
7312,10798
84855,10799
108410,10800
108413,10801
108473,10802
108476,10803
26320,10804
4058,10805
5514,10806
5520,10807
5534,10808
5687,10809
5762,10810
6262,10811
2196,10812
3378,10813
3878,10814
6661,10815
756,10816
525,10817
88954,10818
91673,10819
99220,10820
59107,10821
41824,10822
91831,10823
5509,10824
7675,10825
101942,10826
115212,10827
8963,10828
6703,10829
26561,10830
4869,10831
6762,10832
56719,10833
72787,10834
80553,10835
129822,10836
4242,10837
4964,10838
58404,10839
95149,10840
102154,10841
25830,10842
2298,10843
6486,10844
6319,10845
393,10846
7626,10847
44155,10848
7418,10849
27152,10850
27216,10851
90630,10852
101971,10853
116841,10854
26999,10855
88267,10856
6587,10857
32851,10858
42958,10859
5189,10860
5595,10861
5774,10862
7202,10863
96991,10864
103541,10865
39441,10866
7763,10867
2811,10868
777,10869
86206,10870
72982,10871
88237,10872
117109,10873
31467,10874
48381,10875
1426,10876
26565,10877
76778,10878
96868,10879
103059,10880
7257,10881
4397,10882
32084,10883
57499,10884
8398,10885
47907,10886
90345,10887
34583,10888
89985,10889
6751,10890
430,10891
7006,10892
7035,10893
69606,10894
2742,10895
5901,10896
4497,10897
41736,10898
88349,10899
90524,10900
7287,10901
26259,10902
82063,10903
93212,10904
98065,10905
106332,10906
108660,10907
109687,10908
110718,10909
44020,10910
26317,10911
99996,10912
101281,10913
398,10914
4538,10915
5518,10916
44759,10917
68180,10918
26644,10919
52413,10920
63698,10921
66302,10922
74431,10923
76111,10924
76137,10925
89896,10926
1448,10927
3228,10928
98239,10929
100408,10930
1152,10931
2910,10932
6231,10933
7185,10934
62972,10935
1908,10936
8478,10937
106330,10938
5855,10939
75818,10940
82041,10941
97230,10942
116397,10943
8753,10944
70742,10945
31263,10946
6684,10947
67365,10948
69771,10949
658,10950
774,10951
6523,10952
8986,10953
7845,10954
43932,10955
3610,10956
5374,10957
48518,10958
97785,10959
70663,10960
894,10961
1001,10962
579,10963
4691,10964
72712,10965
6261,10966
31747,10967
625,10968
1065,10969
1157,10970
2821,10971
2957,10972
3472,10973
3781,10974
4171,10975
4861,10976
4917,10977
4984,10978
5194,10979
5259,10980
5262,10981
5426,10982
5473,10983
5571,10984
5725,10985
5748,10986
5770,10987
5811,10988
5842,10989
6020,10990
6073,10991
6148,10992
6151,10993
6171,10994
6277,10995
6354,10996
6415,10997
6434,10998
6499,10999
6599,11000
6607,11001
6911,11002
6921,11003
6960,11004
7098,11005
7130,11006
7174,11007
7181,11008
7253,11009
7309,11010
7479,11011
7574,11012
7947,11013
7959,11014
7995,11015
8126,11016
8140,11017
8206,11018
8227,11019
8262,11020
8329,11021
8384,11022
8422,11023
8450,11024
8458,11025
8480,11026
8481,11027
8584,11028
8602,11029
8611,11030
8615,11031
8631,11032
8657,11033
8669,11034
8672,11035
8677,11036
8681,11037
8694,11038
8710,11039
8775,11040
8804,11041
9007,11042
9008,11043
25833,11044
25835,11045
25906,11046
25924,11047
25962,11048
26144,11049
26189,11050
26226,11051
26581,11052
26596,11053
26613,11054
26796,11055
27255,11056
27322,11057
27334,11058
30747,11059
30996,11060
31247,11061
31628,11062
32162,11063
32375,11064
32737,11065
32954,11066
34473,11067
36553,11068
38036,11069
41815,11070
45679,11071
47117,11072
47460,11073
48909,11074
49200,11075
51857,11076
52199,11077
52528,11078
52838,11079
55369,11080
56508,11081
57484,11082
59382,11083
59912,11084
59915,11085
60201,11086
60654,11087
60990,11088
61269,11089
61473,11090
61678,11091
61967,11092
66339,11093
67370,11094
68858,11095
70423,11096
70649,11097
70846,11098
71199,11099
71736,11100
72310,11101
72583,11102
78895,11103
78903,11104
80097,11105
81751,11106
82749,11107
84978,11108
86401,11109
86884,11110
89900,11111
90634,11112
91201,11113
92152,11114
110324,11115
110796,11116
66511,11117
70687,11118
1869,11119
5779,11120
55517,11121
95377,11122
2309,11123
5546,11124
6176,11125
7716,11126
5865,11127
41136,11128
26925,11129
70495,11130
88380,11131
95311,11132
3902,11133
3797,11134
8812,11135
61862,11136
96634,11137
5929,11138
5407,11139
5858,11140
5910,11141
4858,11142
6756,11143
3442,11144
3667,11145
3884,11146
4319,11147
4324,11148
93803,11149
118972,11150
27646,11151
36799,11152
100485,11153
109209,11154
112764,11155
112770,11156
113122,11157
115403,11158
83264,11159
74580,11160
92681,11161
82767,11162
1662,11163
478,11164
576,11165
591,11166
1181,11167
2887,11168
4100,11169
4512,11170
4566,11171
4567,11172
4630,11173
4926,11174
5217,11175
5242,11176
5412,11177
5597,11178
5647,11179
5648,11180
5701,11181
5768,11182
5884,11183
6141,11184
6204,11185
1138,11186
5695,11187
5918,11188
8035,11189
8770,11190
25738,11191
4852,11192
33152,11193
2008,11194
3380,11195
4946,11196
7184,11197
1723,11198
6015,11199
75983,11200
3563,11201
8761,11202
89586,11203
43912,11204
55100,11205
58418,11206
58494,11207
72367,11208
72718,11209
73027,11210
74154,11211
79570,11212
79842,11213
79866,11214
79870,11215
80193,11216
80195,11217
93752,11218
5037,11219
5041,11220
5144,11221
5456,11222
7390,11223
27473,11224
30896,11225
50003,11226
51498,11227
56620,11228
59625,11229
66979,11230
67168,11231
71494,11232
71571,11233
74075,11234
76680,11235
77303,11236
82150,11237
84613,11238
86546,11239
91826,11240
93946,11241
96417,11242
97906,11243
98481,11244
99679,11245
1765,11246
5677,11247
30949,11248
6198,11249
7269,11250
82378,11251
71688,11252
94663,11253
94969,11254
97390,11255
108514,11256
61073,11257
3560,11258
7168,11259
33808,11260
42900,11261
44073,11262
47940,11263
48214,11264
53143,11265
56511,11266
64427,11267
84807,11268
99986,11269
92751,11270
2063,11271
4481,11272
5575,11273
5982,11274
6490,11275
6726,11276
7097,11277
7295,11278
7644,11279
7699,11280
8499,11281
8621,11282
8664,11283
26346,11284
26835,11285
26978,11286
26994,11287
27093,11288
27205,11289
27313,11290
27679,11291
27736,11292
32444,11293
32902,11294
33832,11295
34076,11296
40831,11297
41714,11298
45942,11299
47152,11300
48308,11301
49994,11302
51402,11303
51991,11304
57706,11305
58094,11306
59705,11307
60356,11308
60475,11309
60546,11310
71677,11311
73818,11312
73983,11313
78235,11314
80733,11315
81445,11316
81688,11317
84128,11318
84730,11319
84890,11320
86750,11321
91067,11322
91416,11323
93134,11324
96751,11325
97768,11326
97828,11327
98595,11328
98797,11329
102005,11330
104093,11331
105130,11332
108285,11333
108289,11334
108768,11335
109923,11336
111290,11337
112469,11338
114464,11339
115135,11340
117582,11341
127441,11342
8799,11343
69448,11344
6531,11345
26707,11346
38376,11347
45508,11348
4206,11349
6111,11350
7893,11351
5347,11352
4935,11353
25789,11354
25914,11355
25980,11356
26051,11357
26486,11358
26550,11359
30764,11360
31524,11361
31991,11362
32483,11363
33119,11364
37277,11365
40589,11366
41699,11367
42984,11368
44653,11369
49085,11370
53774,11371
57069,11372
57692,11373
57772,11374
60256,11375
60336,11376
60411,11377
62245,11378
64241,11379
67504,11380
70871,11381
71178,11382
71189,11383
71940,11384
73457,11385
73954,11386
76187,11387
83829,11388
84471,11389
86829,11390
87040,11391
91442,11392
95113,11393
97540,11394
104089,11395
108149,11396
108977,11397
111401,11398
114692,11399
115824,11400
78247,11401
27724,11402
42710,11403
34729,11404
68028,11405
2281,11406
5161,11407
6092,11408
32584,11409
56165,11410
59607,11411
61692,11412
67983,11413
68901,11414
69609,11415
52806,11416
58379,11417
27003,11418
26483,11419
62331,11420
2608,11421
3867,11422
1567,11423
6699,11424
6475,11425
8187,11426
8616,11427
8709,11428
26038,11429
42518,11430
7157,11431
8730,11432
5699,11433
1434,11434
80139,11435
90890,11436
125916,11437
126548,11438
55020,11439
2814,11440
2854,11441
3305,11442
3488,11443
3933,11444
4196,11445
4412,11446
5583,11447
33451,11448
4302,11449
26732,11450
4601,11451
4707,11452
54248,11453
55078,11454
72612,11455
82015,11456
83034,11457
83435,11458
83439,11459
84246,11460
8894,11461
26691,11462
5688,11463
6956,11464
7615,11465
8577,11466
74486,11467
58649,11468
86057,11469
86083,11470
86087,11471
43853,11472
99014,11473
5302,11474
3976,11475
2199,11476
6474,11477
7310,11478
51903,11479
47196,11480
48389,11481
81140,11482
96857,11483
99305,11484
100008,11485
103792,11486
108522,11487
3495,11488
8697,11489
27571,11490
53592,11491
61707,11492
66618,11493
78116,11494
79430,11495
78898,11496
82095,11497
93475,11498
50909,11499
66801,11500
83332,11501
91755,11502
85527,11503
4268,11504
4746,11505
5532,11506
6153,11507
6575,11508
6825,11509
6826,11510
7313,11511
8990,11512
8991,11513
8992,11514
8995,11515
26345,11516
31045,11517
31284,11518
32862,11519
37477,11520
44966,11521
45361,11522
66092,11523
69419,11524
73133,11525
77449,11526
80763,11527
88118,11528
94841,11529
100013,11530
100322,11531
104875,11532
106062,11533
26819,11534
33188,11535
27833,11536
27847,11537
31921,11538
81568,11539
61123,11540
26360,11541
73572,11542
26937,11543
3806,11544
56561,11545
3820,11546
7583,11547
25846,11548
26025,11549
26056,11550
32509,11551
33905,11552
45658,11553
56744,11554
70726,11555
86973,11556
96969,11557
104807,11558
118760,11559
4940,11560
51573,11561
89302,11562
111589,11563
113315,11564
106491,11565
3136,11566
7201,11567
95443,11568
98933,11569
111778,11570
99487,11571
49526,11572
73051,11573
97692,11574
43904,11575
98373,11576
8921,11577
56888,11578
58610,11579
72856,11580
82026,11581
94978,11582
96667,11583
96907,11584
102088,11585
113640,11586
114060,11587
120466,11588
3651,11589
6304,11590
30783,11591
73664,11592
91505,11593
80775,11594
60311,11595
86817,11596
57017,11597
27689,11598
1553,11599
27685,11600
52709,11601
106452,11602
4694,11603
3353,11604
4316,11605
4988,11606
6207,11607
6681,11608
34624,11609
3648,11610
73392,11611
79760,11612
5430,11613
7919,11614
31900,11615
53154,11616
60880,11617
69432,11618
6938,11619
67618,11620
142,11621
77353,11622
25942,11623
39659,11624
71147,11625
4893,11626
6131,11627
4779,11628
4342,11629
5627,11630
6386,11631
25861,11632
25879,11633
26022,11634
26213,11635
30721,11636
32203,11637
56350,11638
66068,11639
93267,11640
94748,11641
97324,11642
5512,11643
5939,11644
4307,11645
80449,11646
80860,11647
109483,11648
114762,11649
97959,11650
72043,11651
50800,11652
5550,11653
26612,11654
31672,11655
44582,11656
6965,11657
6834,11658
8777,11659
31502,11660
58485,11661
59129,11662
1697,11663
49435,11664
59594,11665
64508,11666
67073,11667
1867,11668
2911,11669
5164,11670
89582,11671
3757,11672
26399,11673
84181,11674
693,11675
5885,11676
5256,11677
7291,11678
96150,11679
6968,11680
7637,11681
52037,11682
44729,11683
4513,11684
32602,11685
34608,11686
8462,11687
25851,11688
41831,11689
47927,11690
49402,11691
52352,11692
70712,11693
6729,11694
7336,11695
47904,11696
74575,11697
8403,11698
1716,11699
48045,11700
79718,11701
84972,11702
88203,11703
90090,11704
91488,11705
93628,11706
107885,11707
112512,11708
113374,11709
114535,11710
114931,11711
95307,11712
105101,11713
106011,11714
106906,11715
80398,11716
6099,11717
2537,11718
56015,11719
79832,11720
6272,11721
2462,11722
5457,11723
5676,11724
8671,11725
8776,11726
8895,11727
25859,11728
26027,11729
33624,11730
38843,11731
44815,11732
58870,11733
62383,11734
69788,11735
71404,11736
71558,11737
71591,11738
71664,11739
71933,11740
72161,11741
76127,11742
82671,11743
84238,11744
84796,11745
87065,11746
89549,11747
89674,11748
620,11749
8676,11750
26869,11751
63273,11752
65290,11753
67534,11754
81276,11755
85570,11756
88299,11757
89930,11758
93766,11759
94401,11760
95182,11761
95473,11762
95475,11763
95497,11764
95499,11765
95782,11766
95963,11767
95965,11768
96004,11769
96286,11770
96679,11771
97836,11772
99910,11773
100108,11774
104863,11775
107000,11776
111743,11777
113345,11778
114161,11779
114847,11780
4908,11781
33251,11782
51321,11783
51894,11784
55106,11785
67140,11786
68890,11787
69498,11788
71740,11789
82848,11790
82850,11791
82976,11792
82978,11793
83096,11794
83318,11795
83322,11796
83361,11797
83411,11798
83763,11799
83765,11800
83835,11801
83837,11802
83962,11803
84122,11804
84230,11805
84232,11806
41769,11807
825,11808
26675,11809
33340,11810
40752,11811
77351,11812
86312,11813
3313,11814
58123,11815
92500,11816
102217,11817
120813,11818
120815,11819
7613,11820
8124,11821
26271,11822
32172,11823
43351,11824
51314,11825
57357,11826
65001,11827
72524,11828
77688,11829
88382,11830
96181,11831
129428,11832
50183,11833
72117,11834
70032,11835
1578,11836
5924,11837
25977,11838
26950,11839
31160,11840
50147,11841
5273,11842
87483,11843
80858,11844
86293,11845
8853,11846
111755,11847
26726,11848
58889,11849
6800,11850
4648,11851
68956,11852
93240,11853
32464,11854
26356,11855
41058,11856
50970,11857
67812,11858
75981,11859
95583,11860
6496,11861
84236,11862
27176,11863
44931,11864
54185,11865
54354,11866
74226,11867
91784,11868
94735,11869
96020,11870
96084,11871
97168,11872
100044,11873
117531,11874
127180,11875
128900,11876
128902,11877
128991,11878
88131,11879
90066,11880
91929,11881
95135,11882
27805,11883
62474,11884
1328,11885
73135,11886
118113,11887
54328,11888
59040,11889
86233,11890
88179,11891
92198,11892
93142,11893
96430,11894
5210,11895
7117,11896
7846,11897
44238,11898
75425,11899
82088,11900
99373,11901
107589,11902
115881,11903
1579,11904
4421,11905
5861,11906
6248,11907
7288,11908
8980,11909
27050,11910
72159,11911
82726,11912
83258,11913
85885,11914
87636,11915
91048,11916
92439,11917
99364,11918
101079,11919
102378,11920
102807,11921
103164,11922
104604,11923
108246,11924
111663,11925
114265,11926
114494,11927
114818,11928
115216,11929
115770,11930
116415,11931
27356,11932
33443,11933
42176,11934
86476,11935
90821,11936
92910,11937
99258,11938
114042,11939
114329,11940
115705,11941
117444,11942
119068,11943
1122,11944
96897,11945
43391,11946
31894,11947
42191,11948
91386,11949
93006,11950
93008,11951
94503,11952
106751,11953
109423,11954
113780,11955
115685,11956
6009,11957
4177,11958
26777,11959
4854,11960
6050,11961
8762,11962
8782,11963
81520,11964
82093,11965
123288,11966
25869,11967
43415,11968
59000,11969
2845,11970
26184,11971
90403,11972
91273,11973
107412,11974
109633,11975
109850,11976
117136,11977
127052,11978
130644,11979
3804,11980
6608,11981
7816,11982
8095,11983
57520,11984
80648,11985
4875,11986
5482,11987
4944,11988
5032,11989
5115,11990
5162,11991
5275,11992
4112,11993
31047,11994
26801,11995
26949,11996
32263,11997
33027,11998
47452,11999
51559,12000
53022,12001
53906,12002
63276,12003
77893,12004
78128,12005
80328,12006
88495,12007
98759,12008
98852,12009
117133,12010
4831,12011
6656,12012
7290,12013
7406,12014
9001,12015
6865,12016
2595,12017
5912,12018
49037,12019
57223,12020
5200,12021
7993,12022
26717,12023
46561,12024
70046,12025
75947,12026
78064,12027
3625,12028
112070,12029
113188,12030
6177,12031
6133,12032
59795,12033
26672,12034
70821,12035
79473,12036
105091,12037
105159,12038
69027,12039
86576,12040
65731,12041
106017,12042
118970,12043
95375,12044
104881,12045
97328,12046
26448,12047
31973,12048
63329,12049
69075,12050
80584,12051
84570,12052
92665,12053
95488,12054
95754,12055
97904,12056
58598,12057
26164,12058
34111,12059
47484,12060
27112,12061
27671,12062
40591,12063
60461,12064
76119,12065
80315,12066
81145,12067
86277,12068
106863,12069
5866,12070
6404,12071
8003,12072
8424,12073
8583,12074
26119,12075
26124,12076
59976,12077
27217,12078
79494,12079
55851,12080
74698,12081
101076,12082
4879,12083
34469,12084
46748,12085
64273,12086
69979,12087
72913,12088
109853,12089
111680,12090
111795,12091
60763,12092
26941,12093
6686,12094
27643,12095
27903,12096
47642,12097
60463,12098
3954,12099
6926,12100
32082,12101
7471,12102
27518,12103
41434,12104
55098,12105
77947,12106
109330,12107
109452,12108
113793,12109
129034,12110
129036,12111
129530,12112
129786,12113
129788,12114
8536,12115
80792,12116
1322,12117
99857,12118
99859,12119
99861,12120
99871,12121
99873,12122
100505,12123
45635,12124
3437,12125
6795,12126
26699,12127
65601,12128
27550,12129
49817,12130
109740,12131
31223,12132
8954,12133
86906,12134
44041,12135
61136,12136
78681,12137
105248,12138
59273,12139
88515,12140
101186,12141
105302,12142
4026,12143
4656,12144
5078,12145
45412,12146
5285,12147
27372,12148
46957,12149
75392,12150
78445,12151
88839,12152
93457,12153
94919,12154
52872,12155
102338,12156
38097,12157
46839,12158
32329,12159
48167,12160
5973,12161
77966,12162
105195,12163
32627,12164
85181,12165
85259,12166
69552,12167
26187,12168
112854,12169
81516,12170
53349,12171
59715,12172
2449,12173
5356,12174
6577,12175
6872,12176
31553,12177
45852,12178
52715,12179
4057,12180
97868,12181
5286,12182
52424,12183
120635,12184
62390,12185
79299,12186
71418,12187
1679,12188
109321,12189
55652,12190
50898,12191
118702,12192
72261,12193
55926,12194
6221,12195
5253,12196
5728,12197
8869,12198
79590,12199
3126,12200
8692,12201
32721,12202
49110,12203
55854,12204
70990,12205
4462,12206
53406,12207
71246,12208
1160,12209
1843,12210
5331,12211
26347,12212
32735,12213
49902,12214
51380,12215
77709,12216
92740,12217
2655,12218
2992,12219
93952,12220
26463,12221
26934,12222
46034,12223
48833,12224
36083,12225
56633,12226
634,12227
1826,12228
109862,12229
84553,12230
1715,12231
103055,12232
56001,12233
65045,12234
82322,12235
94068,12236
97933,12237
99495,12238
104998,12239
112515,12240
112929,12241
116004,12242
26183,12243
26340,12244
31152,12245
98200,12246
107057,12247
33150,12248
44189,12249
104097,12250
7337,12251
26756,12252
27095,12253
27740,12254
30854,12255
30856,12256
53282,12257
55223,12258
56700,12259
59256,12260
60737,12261
71640,12262
85307,12263
47976,12264
66808,12265
69934,12266
80354,12267
80825,12268
1822,12269
69088,12270
90868,12271
3465,12272
54274,12273
6417,12274
74129,12275
55469,12276
72165,12277
101360,12278
27867,12279
3056,12280
5598,12281
6631,12282
26510,12283
26542,12284
26915,12285
27192,12286
27787,12287
65813,12288
70695,12289
71341,12290
72018,12291
84189,12292
87909,12293
87921,12294
89072,12295
93126,12296
96917,12297
100087,12298
100359,12299
104298,12300
104576,12301
105497,12302
106508,12303
106870,12304
107314,12305
107436,12306
107997,12307
108447,12308
109199,12309
109720,12310
111050,12311
116030,12312
116036,12313
117486,12314
117492,12315
117628,12316
119667,12317
5467,12318
5510,12319
87100,12320
106749,12321
26611,12322
7144,12323
27911,12324
69521,12325
72735,12326
107196,12327
110387,12328
46331,12329
92210,12330
104925,12331
109742,12332
110873,12333
101060,12334
103075,12335
100507,12336
83250,12337
768,12338
3207,12339
87012,12340
5576,12341
65310,12342
66240,12343
77154,12344
92357,12345
107743,12346
113862,12347
27134,12348
33988,12349
67799,12350
80181,12351
96621,12352
102662,12353
107953,12354
108085,12355
110566,12356
112788,12357
7198,12358
27758,12359
35618,12360
48626,12361
48638,12362
52865,12363
60213,12364
73060,12365
78342,12366
79163,12367
82005,12368
87964,12369
91829,12370
93516,12371
93572,12372
94112,12373
97468,12374
97615,12375
97886,12376
97908,12377
98626,12378
98834,12379
99110,12380
99846,12381
100083,12382
101597,12383
101763,12384
102354,12385
102672,12386
102974,12387
103233,12388
103237,12389
104155,12390
105495,12391
112582,12392
113159,12393
114277,12394
117879,12395
120807,12396
120811,12397
127152,12398
128366,12399
87405,12400
87785,12401
91752,12402
91873,12403
94323,12404
95932,12405
3631,12406
101893,12407
111375,12408
113532,12409
117590,12410
26540,12411
84777,12412
4514,12413
5552,12414
6352,12415
4797,12416
5079,12417
6355,12418
6431,12419
8941,12420
27658,12421
71252,12422
78062,12423
97423,12424
99843,12425
108787,12426
51886,12427
109931,12428
115,12429
62788,12430
3575,12431
4807,12432
4897,12433
5781,12434
7753,12435
8603,12436
58520,12437
59832,12438
64338,12439
3944,12440
52088,12441
37837,12442
32285,12443
52448,12444
6694,12445
53476,12446
4145,12447
4817,12448
6070,12449
101612,12450
7769,12451
66282,12452
91743,12453
27180,12454
93208,12455
95002,12456
95756,12457
95765,12458
95839,12459
3874,12460
60389,12461
71823,12462
763,12463
8780,12464
26688,12465
3084,12466
91266,12467
33480,12468
54833,12469
78111,12470
91335,12471
100538,12472
6706,12473
87568,12474
1692,12475
3522,12476
73411,12477
88977,12478
110039,12479
129717,12480
129719,12481
129721,12482
129723,12483
4204,12484
2543,12485
81147,12486
4620,12487
66813,12488
85072,12489
111249,12490
5537,12491
2225,12492
143,12493
6799,12494
94939,12495
8674,12496
48673,12497
68963,12498
112913,12499
57873,12500
112911,12501
5543,12502
3239,12503
1652,12504
50149,12505
60259,12506
60806,12507
70898,12508
79910,12509
88108,12510
92264,12511
92966,12512
95170,12513
96975,12514
101262,12515
27874,12516
118872,12517
4724,12518
4493,12519
4494,12520
43906,12521
76317,12522
91972,12523
109786,12524
26622,12525
6628,12526
59306,12527
6692,12528
7094,12529
1325,12530
3663,12531
3664,12532
4122,12533
4554,12534
26850,12535
42152,12536
57543,12537
60198,12538
63458,12539
66323,12540
68517,12541
68541,12542
69231,12543
69489,12544
69500,12545
70992,12546
81072,12547
34135,12548
81305,12549
81347,12550
34499,12551
57359,12552
71116,12553
71991,12554
77875,12555
84096,12556
92954,12557
92956,12558
1335,12559
31963,12560
49518,12561
84154,12562
90350,12563
96411,12564
96952,12565
99811,12566
100089,12567
102991,12568
114486,12569
2299,12570
1538,12571
97232,12572
6622,12573
31698,12574
54734,12575
4777,12576
50151,12577
51847,12578
57964,12579
60599,12580
64986,12581
104137,12582
113252,12583
42638,12584
68137,12585
545,12586
91014,12587
3065,12588
2156,12589
5827,12590
3149,12591
120825,12592
70706,12593
112497,12594
79528,12595
26205,12596
78207,12597
1886,12598
723,12599
4288,12600
5953,12601
6258,12602
6578,12603
6940,12604
7172,12605
8068,12606
25751,12607
25824,12608
25960,12609
26095,12610
26169,12611
26392,12612
26519,12613
26766,12614
26813,12615
26826,12616
26998,12617
27031,12618
27094,12619
27223,12620
32875,12621
33110,12622
33117,12623
33435,12624
34246,12625
38656,12626
41688,12627
43883,12628
44568,12629
45188,12630
45533,12631
52617,12632
53833,12633
54318,12634
54510,12635
55360,12636
55489,12637
56614,12638
56786,12639
58709,12640
61206,12641
64245,12642
66279,12643
69677,12644
69699,12645
69761,12646
69957,12647
69986,12648
70130,12649
71170,12650
71413,12651
71446,12652
71695,12653
71973,12654
72647,12655
73064,12656
73125,12657
73533,12658
73614,12659
73772,12660
74097,12661
76085,12662
78978,12663
79254,12664
81046,12665
81443,12666
82051,12667
82304,12668
82306,12669
82332,12670
83562,12671
84481,12672
86137,12673
86728,12674
86764,12675
86773,12676
87327,12677
87358,12678
90537,12679
90929,12680
58850,12681
114184,12682
54290,12683
89570,12684
6121,12685
57778,12686
84047,12687
120919,12688
27261,12689
27781,12690
7949,12691
4138,12692
2039,12693
48049,12694
51503,12695
59260,12696
6029,12697
8854,12698
27784,12699
6744,12700
7727,12701
26577,12702
3883,12703
99817,12704
32058,12705
6026,12706
4241,12707
5155,12708
33426,12709
66317,12710
76022,12711
96662,12712
98629,12713
105825,12714
115781,12715
25959,12716
27537,12717
54978,12718
8696,12719
72703,12720
78332,12721
30905,12722
4260,12723
116839,12724
100487,12725
68865,12726
72100,12727
81029,12728
81349,12729
43444,12730
96569,12731
749,12732
38164,12733
26720,12734
59753,12735
65974,12736
66059,12737
74306,12738
76755,12739
81195,12740
86279,12741
93479,12742
93481,12743
98999,12744
101713,12745
102376,12746
102783,12747
26973,12748
27472,12749
27764,12750
34386,12751
96935,12752
112642,12753
6326,12754
99675,12755
112488,12756
8960,12757
2807,12758
2818,12759
64900,12760
32199,12761
68667,12762
8518,12763
32060,12764
52583,12765
80729,12766
85312,12767
82360,12768
95773,12769
110591,12770
88192,12771
96501,12772
109189,12773
112580,12774
114007,12775
115170,12776
115220,12777
116307,12778
116413,12779
117881,12780
5931,12781
71201,12782
94974,12783
6109,12784
5961,12785
25759,12786
26430,12787
26481,12788
27108,12789
34696,12790
40494,12791
45170,12792
45578,12793
54691,12794
58576,12795
66947,12796
69241,12797
69701,12798
69911,12799
71693,12800
72643,12801
74144,12802
3343,12803
1789,12804
4485,12805
104423,12806
5188,12807
32354,12808
52005,12809
82770,12810
33603,12811
7945,12812
68273,12813
81090,12814
93432,12815
100567,12816
107559,12817
107725,12818
59399,12819
60641,12820
65772,12821
94405,12822
5182,12823
5129,12824
7455,12825
8041,12826
26536,12827
26703,12828
27326,12829
27769,12830
41425,12831
41828,12832
42562,12833
44597,12834
51209,12835
52570,12836
56580,12837
56651,12838
59838,12839
60450,12840
68271,12841
68872,12842
70722,12843
71285,12844
73008,12845
